time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.286,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-0.000157154339831,-0.24900908034000002,-0.764905655343,1.06691454169,1.48827715481,-0.744277005563,1.22527938355,-0.161521009351,100.00004577600001
0.286,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-0.000157154339831,-0.24900908034000002,-0.764905655343,1.06691454169,1.48827715481,-0.744277005563,1.22527938355,-0.161521009351,100.00004577600001
0.297,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-0.000157154339831,-0.24900908034000002,-0.764905655343,1.06691454169,1.48827715481,-0.744277005563,1.22527938355,-0.161521009351,100.00004577600001
0.306,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-0.000157154339831,-0.249009082334,-0.7649056548890001,1.06691454463,1.48827715716,-0.744277005897,1.22527938184,-0.16152100249,100.00004577600001
0.317,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-0.000157154339831,-0.249009082334,-0.7649056548890001,1.06691454463,1.48827715716,-0.744277005897,1.22527938184,-0.16152100249,100.00004577600001
0.326,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-2.10984362639e-05,-0.249009080353,-0.7649056552660001,1.06691454169,1.4882771545700002,-0.7442770058679999,1.22527938372,-0.161521010883,100.00003814700001
0.336,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-2.10984362639e-05,-0.249009080353,-0.7649056552660001,1.06691454169,1.4882771545700002,-0.7442770058679999,1.22527938372,-0.161521010883,100.00003814700001
0.346,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-2.10984362639e-05,-0.249009082379,-0.7649056548540001,1.06691454501,1.48827715762,-0.744277006795,1.22527938169,-0.161520999573,100.00003814700001
0.356,-0.0768707362231,-0.488602555125,-0.9055206517990001,0.504946875837,0.778045894137,1.6635817983899999,0.303191849479,-2.10984362639e-05,-0.249009082379,-0.7649056548540001,1.06691454501,1.48827715762,-0.744277006795,1.22527938169,-0.161520999573,100.00003814700001
0.366,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-3.5443495107800004e-06,-0.249009080317,-0.764905655178,1.06691454172,1.48827715436,-0.744277006347,1.22527938384,-0.161521012136,100.00003051799999
0.376,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-3.5443495107800004e-06,-0.249009080317,-0.764905655178,1.06691454172,1.48827715436,-0.744277006347,1.22527938384,-0.161521012136,100.00003051799999
0.386,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-3.5443495107800004e-06,-0.249009082453,-0.764905654848,1.06691454532,1.48827715806,-0.7442770076369999,1.22527938154,-0.161520996897,100.00003051799999
0.396,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-3.5443495107800004e-06,-0.249009082453,-0.764905654848,1.06691454532,1.48827715806,-0.7442770076369999,1.22527938154,-0.161520996897,100.00003051799999
0.406,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-3.5443495107800004e-06,-0.249009080243,-0.764905655225,1.06691454117,1.48827715312,-0.7442770325489999,1.2252793798200001,-0.161521005193,100.00003051799999
0.416,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-0.000599477556534,-0.249009080243,-0.764905655225,1.06691454117,1.48827715312,-0.7442770325489999,1.2252793798200001,-0.161521005193,100.00002288799999
0.426,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-0.000599477556534,-0.249009082416,-0.7649056548600001,1.06691454551,1.48827715838,-0.744277008371,1.2252793814,-0.161520994574,100.00002288799999
0.436,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-0.000599477556534,-0.249009082416,-0.7649056548600001,1.06691454551,1.48827715838,-0.744277008371,1.2252793814,-0.161520994574,100.00002288799999
0.446,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-0.000599477556534,-0.24900908018399998,-0.764905655302,1.06691454064,1.48827715211,-0.744277052077,1.2252793767299999,-0.161521000577,100.00002288799999
0.456,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-8.04661030998e-05,-0.24900908018399998,-0.764905655302,1.06691454064,1.48827715211,-0.744277052077,1.2252793767299999,-0.161521000577,100.00002288799999
0.466,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-8.04661030998e-05,-0.24900908241300002,-0.764905654897,1.06691454562,1.48827715867,-0.744277008967,1.22527938129,-0.161520992656,100.00002288799999
0.476,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-8.04661030998e-05,-0.24900908241300002,-0.764905654897,1.06691454562,1.48827715867,-0.744277008967,1.22527938129,-0.161520992656,100.00002288799999
0.486,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-8.04661030998e-05,-0.24900908018800003,-0.7649056553039999,1.06691454061,1.48827715224,-0.7442770420829999,1.2252793782200002,-0.161521005408,100.00002288799999
0.496,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-1.35026120915e-05,-0.24900908018800003,-0.7649056553039999,1.06691454061,1.48827715224,-0.7442770420829999,1.2252793782200002,-0.161521005408,100.000015259
0.506,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-1.35026120915e-05,-0.249009082298,-0.764905654947,1.0669145456,1.48827715882,-0.744277009378,1.22527938122,-0.161520991226,100.000015259
0.516,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-1.35026120915e-05,-0.249009082298,-0.764905654947,1.0669145456,1.48827715882,-0.744277009378,1.22527938122,-0.161520991226,100.000015259
0.526,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-1.35026120915e-05,-0.249009080255,-0.764905655353,1.06691454052,1.48827715234,-0.744277033567,1.2252793793799999,-0.161521009712,100.000015259
0.536,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-1.35026120915e-05,-0.249009080255,-0.764905655353,1.06691454052,1.48827715234,-0.744277033567,1.2252793793799999,-0.161521009712,100.000015259
0.546,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-2.63714537141e-05,-0.249009082227,-0.7649056550159999,1.06691454551,1.4882771589200001,-0.744277009624,1.2252793811700002,-0.161520990284,100.00088501
0.556,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-2.63714537141e-05,-0.249009082227,-0.7649056550159999,1.06691454551,1.4882771589200001,-0.744277009624,1.2252793811700002,-0.161520990284,100.00088501
0.566,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-2.63714537141e-05,-0.24900908026500002,-0.764905655412,1.0669145403799998,1.48827715239,-0.744277026376,1.22527938028,-0.16152101341800001,100.00088501
0.576,-0.07686656863419809,-0.4886030021598358,-0.90551713401202,0.5049454107189733,0.778047429513072,1.6635807430539058,0.3031947712195323,-2.63714537141e-05,-0.24900908026500002,-0.764905655412,1.0669145403799998,1.48827715239,-0.744277026376,1.22527938028,-0.16152101341800001,100.00088501
